longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-121.82,39.73,44,2923,659.0,1371,626,2.2925,85800
-121.84,39.73,52,677,152.0,379,154,1.6797,94800
-121.84,39.73,52,502,100.0,311,100,1.5481,200000
-121.84,39.73,52,857,232.0,520,198,0.987,112500
-121.84,39.72,52,1457,389.0,802,342,0.9566,69000
-121.84,39.73,52,957,263.0,513,223,1.3672,55000
-121.83,39.73,52,1741,401.0,753,377,2.0064,77900
-121.85,39.72,18,7272,1559.0,5022,1524,1.6911,98800
-121.83,39.72,52,1890,420.0,974,383,1.6827,78700
-121.81,39.7,21,5051,1054.0,2948,980,1.5863,81300
-121.82,39.73,33,2242,517.0,1160,449,1.7426,60300
-121.82,39.72,42,2978,694.0,1879,679,1.5064,66300
-121.81,39.71,18,1222,250.0,708,281,2.0288,116700
-121.87,39.82,11,5103,825.0,2456,810,4.5032,159700
-121.89,39.71,26,2741,451.0,1217,437,3.7007,139200
-121.97,39.79,16,1453,299.0,904,286,3.5735,89600
-121.84,39.68,38,549,105.0,275,94,3.5375,153100
-121.8,39.64,25,2202,422.0,1109,403,2.8306,87500
-121.77,39.66,20,3759,,1705,600,4.712,158600
-121.74,39.59,24,1535,279.0,726,272,2.3833,95100
-121.9,39.59,20,1465,278.0,745,250,3.0625,93800
-121.75,39.88,16,2867,559.0,1203,449,2.7143,95300
-121.68,39.82,15,3996,748.0,1786,728,3.5189,141300
-121.54,40.06,17,858,262.0,47,27,2.4028,67500
-121.51,39.97,22,1468,285.0,611,235,2.3036,73000
-121.59,39.86,14,1527,269.0,665,261,2.8657,119600
-121.58,39.83,16,4591,904.0,1904,812,2.2419,93200
-121.6,39.8,10,1742,307.0,721,312,2.4537,117900
-121.62,39.79,11,3835,727.0,1456,658,2.5374,97200
-121.59,39.82,12,1958,369.0,875,354,2.3507,97600
-121.6,39.83,12,3744,699.0,1532,660,2.3079,95300
-121.63,39.82,11,3974,727.0,1610,634,2.6147,107700
-121.6,39.79,18,2672,533.0,1151,532,2.567,102900
-121.59,39.79,20,743,171.0,395,168,1.625,88300
-121.59,39.78,16,2754,570.0,1063,543,1.4048,86500
-121.59,39.78,18,945,205.0,385,207,2.1838,58000
-121.6,39.77,26,1503,343.0,699,296,1.875,84000
-121.61,39.77,25,1612,313.0,837,303,2.963,89500
-121.63,39.78,28,1677,327.0,770,309,2.6823,93400
-121.57,39.8,23,790,137.0,365,152,2.1912,115200
-121.57,39.78,18,2221,459.0,952,440,2.0458,105700
-121.59,39.77,24,1535,276.0,664,273,2.3068,97300
-121.58,39.79,19,2636,523.0,1184,465,2.7863,108600
-121.57,39.76,20,1384,257.0,557,232,2.0882,104900
-121.58,39.76,19,2487,485.0,1110,453,3.1061,110200
-121.58,39.76,18,1676,332.0,733,318,1.7875,103800
-121.59,39.75,20,908,206.0,481,211,2.2,80800
-121.6,39.77,23,2263,497.0,1138,455,2.3403,87300
-121.6,39.76,22,2447,556.0,1157,556,1.8245,85500
-121.61,39.76,31,2431,512.0,1026,427,2.5428,85000
-121.62,39.77,23,1759,366.0,788,359,1.8125,93500
-121.65,39.76,31,1599,318.0,794,303,3.0,96700
-121.63,39.76,22,2598,482.0,1151,490,2.8182,109700
-121.62,39.76,14,2063,559.0,934,529,1.7788,85800
-121.62,39.75,20,1173,261.0,523,258,1.0625,92800
-121.63,39.75,37,1296,296.0,569,257,1.8616,70500
-121.64,39.74,20,1808,334.0,763,335,2.3711,121800
-121.71,39.71,17,2748,556.0,1174,514,3.066,102600
-121.66,39.66,17,3502,655.0,1763,613,2.9625,101200
-121.56,39.69,8,2836,522.0,1163,512,3.13,168300
-121.57,39.74,17,1619,292.0,705,285,2.4623,126100
-121.59,39.74,17,1646,330.0,750,344,2.3798,83800
-121.6,39.75,19,2888,591.0,984,499,1.9766,92600
-121.6,39.68,15,1677,345.0,844,330,2.3958,111200
-121.5,39.83,15,1896,408.0,893,334,1.6948,87500
-121.41,39.72,17,1583,331.0,730,306,2.3895,87500
-121.39,39.61,22,2828,610.0,986,391,2.8871,94700
-121.24,39.65,35,632,148.0,221,102,2.3684,62500
-121.19,39.55,17,1483,284.0,481,211,1.4896,83300
-121.36,39.52,15,2490,527.0,1229,497,2.3917,85700
-121.56,39.52,9,818,197.0,358,197,1.7708,79500
-121.56,39.52,26,1957,429.0,945,397,1.7308,53600
-121.56,39.53,12,1733,421.0,1861,415,1.5771,65200
-121.54,39.6,15,886,204.0,576,205,2.1467,84100
-121.46,39.54,14,5549,1000.0,1822,919,2.9562,142300
-121.49,39.52,25,848,153.0,436,155,3.9028,93800
-121.44,39.5,26,1652,325.0,790,292,3.0446,90800
-121.47,39.49,17,1554,242.0,553,230,3.2174,91800
-121.47,39.51,19,3720,636.0,1304,607,2.6921,97500
-121.53,39.53,35,1806,293.0,683,295,4.5156,91200
-121.53,39.52,30,1030,161.0,448,159,2.4821,73800
-121.53,39.52,24,1028,185.0,471,186,2.9688,86400
-121.54,39.51,33,3585,757.0,1887,765,2.502,62100
-121.52,39.51,30,3085,610.0,1688,575,2.334,72200
-121.55,39.51,39,1551,353.0,684,310,2.0357,57600
-121.55,39.51,48,827,198.0,396,161,0.8024,58300
-121.55,39.51,50,1050,288.0,485,260,1.1607,51700
-121.56,39.51,47,1064,245.0,603,190,1.3654,57900
-121.56,39.51,46,1885,385.0,871,347,1.6352,53100
-121.57,39.5,31,2023,469.0,1073,436,1.5714,56100
-121.58,39.52,25,2409,490.0,1384,479,1.9956,58000
-121.58,39.51,24,1865,372.0,1087,385,1.6389,56700
-121.58,39.5,29,1947,383.0,925,337,2.1658,57600
-121.62,39.5,18,2105,416.0,974,385,1.6346,63300
-121.61,39.52,24,1610,324.0,909,323,1.8661,59800
-121.65,39.53,23,1387,325.0,640,289,1.4833,65200
-121.57,39.48,15,202,54.0,145,40,0.8252,42500
-121.55,39.5,26,3215,827.0,2041,737,1.0585,45100
-121.54,39.5,38,1438,310.0,779,275,1.3289,39400
-121.53,39.49,19,1537,329.0,617,274,1.5313,50300
-121.54,39.48,29,2896,596.0,1809,617,1.8047,53800
-121.54,39.47,14,1724,315.0,939,302,2.4952,53900
-121.55,39.48,41,461,107.0,284,90,2.2045,41800
-121.49,39.49,20,2505,468.0,1174,429,2.9965,88900
-121.52,39.5,33,1462,241.0,569,231,3.2833,82600
-121.52,39.49,30,1217,238.0,677,233,2.6563,63600
-121.52,39.48,21,2628,494.0,1364,468,2.0455,59400
-121.55,39.45,18,2278,523.0,1185,475,1.3611,60600
-121.53,39.44,26,1340,255.0,662,239,2.6071,57100
-121.55,39.44,31,1434,283.0,811,289,1.7727,49000
-121.52,39.43,15,2119,389.0,1079,374,2.3566,80400
-121.46,39.4,17,3659,735.0,1970,667,2.425,96200
-121.39,39.39,52,189,34.0,121,37,3.0208,60000
-121.54,39.33,27,720,150.0,359,138,2.5313,61300
-121.59,39.39,22,2515,482.0,1284,462,2.1776,73800
-121.67,39.37,27,2599,502.0,1241,502,1.9943,86300
-121.65,39.35,24,1003,251.0,1098,227,1.7552,86400
-121.67,39.34,22,1217,224.0,537,187,2.6607,84600
-121.65,39.32,40,812,154.0,374,142,2.7891,73500
-121.69,39.36,29,2220,471.0,1170,428,2.3224,56200
-121.7,39.37,32,1852,373.0,911,365,1.7885,57000
-121.7,39.36,46,1210,243.0,523,242,1.91,63900
-121.7,39.36,37,2330,495.0,1505,470,2.0474,56000
-121.69,39.36,34,842,186.0,635,165,1.8355,63000
-121.74,39.38,27,2596,435.0,1100,409,2.3243,85500
-121.8,39.33,30,1019,192.0,501,185,2.5259,81300
-121.71,39.42,21,1432,284.0,862,275,2.2813,57600
-121.71,39.41,22,1814,342.0,941,323,2.1728,59400
-121.75,39.4,29,1687,327.0,864,334,2.4943,81900
-121.79,39.48,39,1105,180.0,408,166,3.3929,82100
-120.46,38.15,16,4221,781.0,1516,697,2.3816,116000
-120.55,38.12,10,1566,325.0,785,291,2.5,116100
-120.56,38.09,34,2745,559.0,1150,491,2.3654,94900
-120.55,38.07,27,1199,224.0,463,199,2.9063,92200
-120.54,38.07,37,736,148.0,339,140,2.2875,79900
-120.67,37.97,9,7450,1475.0,2233,930,2.6528,133000
-120.46,38.09,16,3758,715.0,1777,615,3.0,122600
-120.79,38.24,19,1003,235.0,538,190,2.9821,90400
-120.9,38.2,16,3120,641.0,1319,526,2.0472,93200
-120.88,38.16,8,2029,387.0,1000,364,4.0109,125900
-120.91,38.11,9,3585,680.0,1800,598,3.636,133100
-120.76,38.12,7,7188,1288.0,3175,1115,3.8488,130600
-120.65,38.28,21,3095,681.0,1341,546,2.1382,104000
-120.72,38.24,32,2685,543.0,1061,492,2.5473,101600
-120.67,38.19,17,2967,611.0,1387,564,2.0417,92600
-120.57,38.2,13,4110,847.0,1796,706,2.6417,122300
-120.43,38.25,13,763,161.0,311,125,2.4583,112500
-120.56,38.39,20,1326,307.0,563,237,2.6667,86600
-120.54,38.41,21,1435,294.0,668,267,2.5667,77400
-120.42,38.42,18,2912,663.0,999,411,2.7344,91900
-120.41,38.33,17,1463,338.0,529,226,3.024,100900
-120.55,38.31,18,1411,312.0,592,230,1.625,94700
-120.57,38.35,17,1504,358.0,661,250,2.2604,84800
-120.36,38.21,10,4300,845.0,1480,609,2.8208,139900
-120.34,38.23,10,3757,722.0,546,223,3.75,121400
-120.33,38.26,13,2962,546.0,252,103,4.4063,155800
-120.34,38.25,17,5497,1056.0,997,408,2.9821,111500
-120.37,38.23,13,4401,829.0,924,383,2.6942,123500
-120.37,38.25,13,4495,856.0,1149,459,2.5352,113700
-120.27,38.29,10,3486,695.0,298,124,3.3542,103800
-120.27,38.31,13,3297,662.0,267,97,3.075,108300
-120.19,38.42,11,1568,369.0,82,33,3.125,77500
-121.91,39.03,48,1096,218.0,657,199,2.7841,65800
-122.0,38.99,39,1548,323.0,815,286,2.9489,67500
-122.13,39.0,23,3832,774.0,2435,747,2.2754,59200
-121.99,39.15,17,6440,1204.0,3266,1142,2.7137,72000
-122.04,39.22,27,1446,295.0,670,281,3.2625,92800
-122.08,39.25,52,224,38.0,120,45,3.017,112500
-122.33,39.1,10,266,62.0,154,49,2.25,75000
-122.2,39.15,33,1064,174.0,434,147,3.125,108000
-122.09,39.13,28,4169,895.0,2587,810,2.331,65500
-122.05,39.34,44,1064,230.0,494,175,2.875,61500
-122.17,39.31,35,2791,552.0,1395,476,2.5625,62700
-122.51,39.3,19,1629,386.0,551,214,1.7463,68800
-122.01,39.21,50,1592,372.0,781,307,2.2679,69100
-122.01,39.21,52,1989,392.0,985,396,2.5556,75800
-122.01,39.21,39,1214,250.0,660,249,2.4559,75000
-121.96,39.3,39,701,130.0,271,89,2.1845,112500
-121.65,38.03,28,3144,694.0,1095,482,3.4402,192400
-121.63,38.03,17,2549,596.0,1169,500,3.6694,209400
-121.63,38.04,25,2019,411.0,888,326,3.2619,183800
-121.73,38.0,3,9217,1522.0,3578,1272,5.0016,189100
-121.72,38.0,7,7957,1314.0,4460,1293,4.9618,156500
-121.72,37.98,5,7105,1143.0,3523,1088,5.0468,168800
-121.68,37.98,19,3388,599.0,1707,575,3.6411,162800
-121.7,37.98,9,3079,519.0,1562,512,5.1041,172900
-121.71,37.99,27,3861,718.0,2085,707,3.3558,129700
-121.67,37.99,22,1046,195.0,527,164,4.375,213500
-121.68,37.93,44,1014,225.0,704,238,1.6554,119400
-121.7,37.94,36,1710,320.0,861,300,2.8828,131100
-121.69,37.95,15,1850,441.0,1348,403,3.8125,125400
-121.7,37.96,33,2396,452.0,1391,465,3.2813,151400
-121.66,37.93,19,2055,358.0,1064,350,4.7426,263100
-121.7,37.91,17,1962,291.0,825,267,4.8958,187100
-121.7,37.93,19,2005,405.0,972,403,2.2216,156700
-121.74,37.95,5,4980,774.0,2399,763,5.7104,186300
-121.7,37.93,10,3258,612.0,1779,558,4.6587,152500
-121.6,37.91,13,2479,394.0,1075,350,5.1017,241400
-121.6,37.9,5,14684,2252.0,4276,1722,6.9051,340900
-121.61,37.86,30,1428,287.0,989,287,3.691,154400
-121.64,37.85,22,1999,415.0,967,320,4.4583,253900
-121.8,38.01,46,2273,495.0,1088,447,2.2532,109400
-121.81,38.01,47,1942,430.0,1074,393,2.2361,105100
-121.81,38.01,52,1124,245.0,528,226,2.2639,128500
-121.82,38.02,46,176,43.0,101,40,2.2361,93800
-121.82,38.01,42,1017,253.0,798,266,2.1719,99100
-121.82,38.01,50,1120,281.0,625,239,1.5988,96400
-121.82,38.01,25,3018,606.0,1614,568,3.4722,127000
-121.84,38.02,46,66,22.0,37,21,0.536,87500
-121.78,38.01,19,2688,469.0,1216,422,4.4491,133900
-121.79,38.01,17,4032,814.0,1749,618,3.1728,146800
-121.79,38.0,34,3090,593.0,1588,566,3.6118,124700
-121.8,38.01,44,3184,581.0,1399,548,2.7234,110200
-121.8,38.01,37,3058,567.0,1351,523,3.5179,130800
-121.78,38.0,8,2371,375.0,1094,396,5.3245,174500
-121.77,38.01,13,2983,534.0,1417,510,3.9861,168100
-121.81,37.99,18,2807,445.0,1315,437,4.8194,170400
-121.81,37.99,22,2331,359.0,1086,340,5.1435,150800
-121.82,37.98,13,3995,605.0,1969,607,5.0164,165200
-121.82,38.01,47,1265,254.0,587,247,2.6364,93500
-121.82,38.0,29,2070,452.0,985,420,2.8466,113400
-121.81,38.0,37,2724,579.0,1400,540,2.905,97300
-121.82,38.0,30,3268,567.0,1714,565,4.4583,131000
-121.85,38.0,26,3364,570.0,1806,566,4.2647,133400
-121.85,38.0,24,2269,584.0,1239,542,2.0411,100000
-121.83,38.0,15,6365,1646.0,3838,1458,2.5495,103600
-121.83,38.0,25,1710,288.0,799,259,4.8359,145300
-121.83,37.99,23,1150,174.0,572,174,4.9167,152400
-121.83,37.99,23,1970,296.0,935,279,4.4853,145900
-121.83,37.99,18,2741,449.0,1507,460,4.7566,142500
-121.83,38.0,8,2572,738.0,1384,684,1.7161,75800
-121.84,37.99,13,4545,952.0,2188,901,3.3625,126100
-121.84,37.99,15,2380,385.0,1292,388,4.6029,142600
-121.83,37.99,16,2919,462.0,1456,453,5.6779,164700
-121.79,38.0,36,1141,234.0,562,213,2.5893,108500
-121.79,37.99,10,4156,609.0,1878,586,5.6506,178600
-121.79,37.99,18,3646,534.0,1651,535,5.7321,164700
-121.8,38.0,34,2738,475.0,1316,459,3.5368,122500
-121.8,37.99,16,3077,465.0,1575,446,5.5,179500
-121.77,37.99,4,5623,780.0,2429,716,5.4409,205100
-121.88,38.03,10,2769,619.0,1045,469,4.1111,158600
-121.9,38.04,36,1489,331.0,838,259,1.2024,90200
-121.86,38.04,52,242,59.0,188,54,1.3958,67500
-121.87,38.02,52,2264,439.0,1403,476,2.7083,99400
-121.88,38.03,52,1225,250.0,725,231,2.0,101400
-121.9,38.03,51,2982,689.0,1831,608,2.0034,87700
-121.88,38.02,46,2112,466.0,1249,382,2.5737,87000
-121.89,38.02,36,2707,550.0,1827,545,3.3371,94600
-121.9,38.02,5,1560,369.0,1037,372,3.6154,181800
-121.87,38.02,31,3644,746.0,2229,678,3.1389,117800
-121.88,38.0,16,2605,440.0,1352,408,4.1947,140300
-121.88,38.01,9,5329,1284.0,2827,1202,2.7374,150000
-121.89,38.01,30,4114,743.0,1994,722,4.2227,134400
-121.88,38.0,22,721,117.0,367,129,5.3098,151900
-121.86,38.0,4,4075,927.0,2239,849,3.5857,165200
-121.86,38.0,16,3216,464.0,1504,453,5.25,161700
-121.89,37.99,4,2171,597.0,928,461,4.1016,170500
-121.88,37.99,16,3787,515.0,1606,507,5.5676,174200
-121.87,38.0,17,2713,442.0,1475,415,4.8542,144100
-121.87,37.99,15,2203,312.0,1051,311,4.9783,163900
-121.89,38.01,28,3639,751.0,2362,641,3.0042,103900
-121.9,38.02,12,1497,360.0,943,341,2.1417,122200
-121.9,38.01,16,2604,454.0,1696,481,4.6628,136000
-121.92,38.02,8,2750,479.0,1526,484,5.102,156500
-121.89,38.01,32,1000,188.0,663,212,4.0972,99200
-121.9,38.01,34,3779,766.0,2356,722,3.5129,110600
-121.9,38.0,14,1930,363.0,990,322,4.1094,162200
-121.9,38.0,14,2677,368.0,1288,375,6.0497,177500
-121.92,38.01,7,1632,248.0,879,262,6.1237,166000
-121.93,38.01,9,2294,389.0,1142,365,5.3363,160800
-121.93,38.02,13,1524,286.0,940,308,5.1337,154800
-121.95,38.03,5,5526,,3207,1012,4.0767,143100
-121.94,38.03,27,1654,478.0,1141,420,1.4871,87100
-121.96,38.02,35,2691,542.0,1409,505,3.016,95300
-121.95,38.02,9,3360,833.0,2041,810,2.1013,100700
-121.94,38.02,29,5765,1170.0,3266,1131,2.7907,113900
-121.92,38.03,16,2176,464.0,1410,434,3.5436,100200
-121.92,38.02,16,1840,355.0,1288,338,4.2067,125000
-121.91,38.02,15,2966,558.0,1687,527,3.4817,129800
-121.97,38.04,38,2505,554.0,1595,498,2.5833,83500
-121.97,38.03,17,3685,685.0,1939,649,3.7043,139800
-121.98,38.05,31,2810,518.0,1640,503,3.3661,98500
-122.02,38.02,44,1465,247.0,817,237,4.8693,156900
-122.0,38.03,4,2341,408.0,1235,431,6.0424,165900
-122.14,38.02,44,1625,432.0,825,385,2.0523,133900
-122.14,38.03,42,118,34.0,54,30,2.5795,225000
-122.13,38.02,52,2378,508.0,940,451,2.9583,166000
-122.13,38.01,48,2123,494.0,859,474,1.8523,144800
-122.14,38.01,50,1760,341.0,741,316,4.5,178300
-122.13,38.01,51,1262,309.0,608,298,2.1974,139300
-122.13,38.0,33,2821,652.0,1206,640,2.5481,150800
-122.16,38.02,40,1800,290.0,761,277,5.1265,196100
-122.11,38.01,39,1313,306.0,575,231,3.1711,116100
-122.11,38.01,41,1345,272.0,718,283,3.3831,129400
-122.12,38.0,20,6992,1404.0,3221,1334,4.2042,166400
-122.12,38.01,50,1300,263.0,691,239,3.9519,126500
-122.12,38.01,50,1738,355.0,837,363,3.609,135700
-122.12,38.01,42,2225,367.0,864,381,4.1189,172400
-122.09,38.02,37,1742,339.0,1128,345,3.8824,113700
-122.1,38.02,28,4308,824.0,2086,776,3.6523,159700
-122.07,38.0,37,978,202.0,462,184,3.625,156300
-122.09,38.0,6,10191,1882.0,4377,1789,5.2015,204200
-122.11,38.0,9,3424,583.0,1460,543,5.76,212600
-122.08,37.99,19,4657,739.0,1914,732,5.0509,199900
-122.09,37.99,19,3073,506.0,1773,493,5.4496,205400
-122.11,37.99,16,3913,710.0,1782,676,5.1297,206700
-122.11,37.99,10,2864,514.0,1300,507,4.3875,287700
-122.08,37.97,9,2643,439.0,1105,467,6.6579,245200
-122.09,37.97,5,5303,779.0,2017,727,6.9961,294100
-122.11,37.98,11,4371,679.0,1790,660,6.135,297300
-122.09,37.98,14,5381,871.0,2296,872,5.6875,211000
-122.12,37.99,33,1660,277.0,741,261,4.675,225400
-122.1,37.97,18,4326,655.0,1753,646,5.6931,269600
-122.1,37.96,20,3796,650.0,1679,611,4.3571,228200
-122.1,37.96,25,1374,206.0,569,235,6.3699,235500
-122.07,37.99,28,3310,574.0,1811,597,4.5401,166900
-122.07,37.98,12,6915,1639.0,2940,1468,4.0154,186100
-122.07,37.97,20,1705,353.0,856,341,3.7262,211800
-122.07,37.96,34,1692,290.0,836,289,5.0172,197100
-122.06,37.96,37,1784,313.0,788,304,4.2917,189600
-122.08,37.96,21,9135,1534.0,3748,1502,6.0859,266000
-122.06,37.95,36,2213,386.0,950,370,4.7386,186400
-122.07,37.95,39,2199,388.0,1025,385,4.5893,190000
-122.08,37.95,24,3173,548.0,1351,536,5.0672,243000
-122.08,37.95,33,1043,157.0,425,148,4.8702,235600
-122.07,37.96,37,1217,199.0,552,194,5.0445,196200
-122.06,37.96,10,7136,1691.0,2959,1507,3.9816,182000
-122.05,37.95,34,1408,277.0,738,269,4.175,169400
-122.05,37.94,22,4162,1194.0,1804,1185,2.5459,179300
-122.06,37.94,19,4005,972.0,1896,893,2.5268,235700
-122.07,37.94,36,2639,488.0,1111,476,3.5057,205100
-122.07,37.94,30,1260,276.0,707,221,2.892,220800
-122.08,37.93,35,4043,689.0,1832,662,5.0761,233200
-122.08,37.94,44,2185,357.0,943,366,4.725,232100
-122.07,37.94,43,1454,234.0,683,258,4.475,265700
-122.09,37.95,32,1339,209.0,601,209,6.0265,247900
-122.09,37.94,29,6895,1022.0,2634,1022,6.1922,273200
-122.04,38.0,16,3077,733.0,1447,709,3.2484,91100
-122.04,37.99,32,1504,279.0,749,267,3.2,134500
-122.04,37.99,36,2765,495.0,1478,441,4.125,136200
-122.05,37.97,16,60,10.0,65,19,6.1359,250000
-122.06,37.99,16,2445,469.0,721,474,2.8043,87500
-122.06,37.99,17,1319,316.0,384,269,1.8229,137500
-122.05,38.0,36,2476,472.0,1213,393,3.7333,136400
-122.05,38.0,16,1085,217.0,356,232,2.3462,75000
-122.03,37.98,16,1209,477.0,627,482,1.3894,156300
-122.04,37.97,10,974,316.0,631,286,2.3152,140600
-122.03,38.0,25,3577,581.0,1753,593,5.7295,178300
-122.03,38.01,27,3228,562.0,1666,588,4.5707,175900
-122.04,37.99,38,2675,541.0,1378,480,3.8897,139900
-122.03,37.98,45,2842,567.0,1261,535,3.6042,138200
-122.02,38.0,28,2965,533.0,1591,472,4.6375,178200
-122.03,37.99,35,3103,537.0,1614,566,4.9022,169300
-122.02,37.99,37,2247,416.0,1237,397,4.45,161900
-122.03,37.99,37,1755,327.0,882,350,4.59,166600
-122.03,37.98,44,1254,252.0,498,217,3.4531,148900
-122.01,37.98,25,1476,336.0,777,297,3.5179,165500
-122.01,37.98,29,2001,373.0,956,370,4.317,194000
-122.0,37.98,32,1013,169.0,436,173,5.1118,226900
-122.0,37.97,27,2491,428.0,1171,431,5.1021,202800
-122.01,37.97,32,3012,527.0,1288,512,3.6449,211500
-122.02,37.98,40,1797,401.0,756,369,2.8456,165500
-122.02,37.98,37,1474,343.0,782,331,3.4187,161700
-122.0,37.99,28,4035,641.0,1881,659,5.4607,192300
-122.0,37.98,31,2030,337.0,867,341,5.0915,193200
-121.99,37.98,23,2293,411.0,969,399,4.4536,184000
-121.99,37.97,28,2839,428.0,1372,443,6.2135,217200
-122.0,37.98,35,1192,201.0,535,172,4.9219,182000
-122.0,37.98,36,404,77.0,237,88,4.525,161300
-122.01,37.98,34,1256,267.0,638,252,4.0507,161000
-122.01,37.99,28,1900,401.0,918,351,3.7841,144900
-121.95,37.96,18,2739,393.0,1072,374,6.1436,259500
-121.97,37.97,27,1691,289.0,807,296,6.1168,210500
-121.97,37.97,24,1330,183.0,656,205,5.0092,244100
-121.97,37.96,28,1433,290.0,877,313,4.7891,184800
-121.96,37.96,28,1838,273.0,899,270,5.2145,229200
-121.96,37.95,7,3418,740.0,1583,676,3.6133,196100
-121.98,37.96,22,2987,,1420,540,3.65,204100
-121.97,37.97,26,1977,264.0,817,273,5.7512,240200
-121.98,37.97,26,2714,390.0,1232,409,5.9617,231100
-121.98,37.97,26,2738,428.0,1316,430,5.2442,213200
-121.99,37.97,22,2823,509.0,1271,474,5.1333,207200
-121.99,37.97,30,3320,589.0,1470,543,4.6071,184100
-122.0,37.96,32,3364,666.0,1980,678,3.7,179000
-122.0,37.96,28,4071,713.0,2033,647,4.5833,190700
-121.96,37.95,13,3216,765.0,1627,715,3.0859,167800
-121.97,37.95,8,4253,709.0,1883,662,5.431,246700
-121.98,37.96,12,5048,1122.0,2209,1014,3.1573,126700
-121.99,37.96,16,3324,479.0,1470,461,7.6166,260400
-121.99,37.96,17,2756,423.0,1228,426,5.5872,200600
-121.98,37.95,14,6290,854.0,2724,820,6.7371,267400
-121.98,37.95,16,2984,406.0,1317,397,6.7821,265900
-122.01,37.97,34,3259,498.0,1250,478,5.3794,206200
-122.02,37.97,36,2342,436.0,1191,416,4.0,171000
-122.03,37.97,45,1613,338.0,865,336,3.25,151100
-122.04,37.97,26,2470,626.0,1174,573,2.9861,160900
-122.03,37.97,20,3968,931.0,2629,903,2.9915,166700
-122.04,37.96,16,2913,723.0,1705,693,2.9097,106300
-122.04,37.97,21,6445,1839.0,3621,1735,2.5841,112500
-122.04,37.97,39,1323,245.0,705,261,3.1968,151000
-122.04,37.96,20,1143,346.0,578,298,2.2411,151800
-122.05,37.96,35,2190,384.0,1154,401,3.8456,159800
-122.04,37.96,28,1207,252.0,724,252,3.6964,165700
-122.04,37.96,27,2587,729.0,1500,623,1.837,175000
-122.05,37.95,27,3513,791.0,1875,694,3.1838,182000
-122.05,37.95,20,563,107.0,246,123,5.4482,190800
-122.01,37.95,8,3866,539.0,1555,513,6.0901,298200
-122.02,37.96,25,2615,368.0,935,366,6.6727,305100
-122.03,37.96,20,2636,691.0,1142,627,2.1083,162500
-122.03,37.95,14,3287,793.0,1601,716,3.1719,220500
-122.02,37.95,25,1205,260.0,608,272,2.4519,208300
-122.03,37.95,32,1955,313.0,804,317,4.9485,202300
-122.02,37.95,22,3526,510.0,1660,508,5.6642,237000
-122.02,37.94,23,3516,661.0,1465,623,4.2569,213100
-122.01,37.94,23,3741,,1339,499,6.7061,322300
-122.02,37.94,19,3192,612.0,1317,594,4.125,267100
-122.01,37.94,26,1619,224.0,706,220,6.0704,268000
-122.01,37.94,18,2077,298.0,937,292,6.3809,273600
-122.0,37.95,9,2214,256.0,848,239,6.8145,339200
-122.01,37.93,25,2652,335.0,1062,334,7.5898,330200
-122.04,37.95,33,1653,334.0,814,328,3.1406,163100
-122.04,37.94,24,5732,873.0,2444,888,5.6292,231400
-122.05,37.94,22,2105,354.0,993,365,4.6602,227800
-122.04,37.95,29,866,138.0,341,133,4.7188,197100
-122.05,37.95,22,5175,1213.0,2804,1091,2.85,144600
-122.03,37.94,21,5541,776.0,2214,737,5.5777,279300
-122.03,37.93,21,4712,624.0,1773,615,6.0918,344800
-122.05,37.93,5,4274,1153.0,1503,881,4.0473,266500
-122.05,37.93,15,7803,1603.0,2957,1546,4.45,184900
-122.05,37.92,14,12713,2558.0,4741,2412,4.7094,234700
-122.02,37.92,26,5077,640.0,1872,636,7.4713,351200
-122.03,37.92,23,3318,408.0,1124,393,6.5847,358800
-122.01,37.91,21,10093,1269.0,3645,1219,7.6877,367700
-122.03,37.91,29,5438,871.0,2310,890,5.0362,275300
-122.06,37.91,15,5393,1422.0,2133,1288,4.1612,232800
-122.06,37.9,25,5869,1685.0,2669,1554,2.6998,216100
-122.06,37.89,21,4985,1590.0,2575,1458,3.1002,114300
-122.07,37.93,45,1544,244.0,614,238,5.0255,226000
-122.07,37.93,25,7201,1521.0,3264,1433,3.7433,252100
-122.07,37.92,26,3872,739.0,1629,684,4.4312,225000
-122.08,37.92,28,2377,469.0,1068,435,4.4561,250000
-122.08,37.92,26,1733,265.0,796,274,6.195,264900
-122.07,37.91,28,1731,295.0,810,295,5.0391,259800
-122.07,37.91,33,1550,277.0,638,254,3.6833,292500
-122.08,37.9,32,1075,170.0,486,173,5.0499,306800
-122.09,37.91,18,9576,1455.0,3486,1380,7.0895,306900
-122.07,37.89,28,3410,746.0,1428,670,4.3864,266800
-122.08,37.89,39,3018,501.0,1223,489,6.2924,283900
-122.08,37.9,29,4133,770.0,1691,744,5.1097,288000
-122.07,37.89,38,2139,343.0,809,340,5.5636,268800
-122.07,37.89,38,757,124.0,319,123,5.6558,263300
-122.06,37.88,34,4781,703.0,1879,714,6.5378,340900
-122.05,37.87,30,2296,329.0,847,322,6.7192,397500
-122.05,37.9,24,4125,1020.0,1699,873,2.9526,271000
-122.05,37.9,32,2676,484.0,986,473,4.6528,335700
-122.05,37.89,37,1677,269.0,689,283,4.2625,310600
-122.04,37.89,33,2423,322.0,998,346,7.5349,349100
-122.05,37.9,32,4498,862.0,1818,851,4.8088,321200
